	genbank_id	description	taxonomy_name
725	MN796623.1	HIV-1 isolate 20100203 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
726	MN796624.1	HIV-1 isolate 20100231 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
727	MN796625.1	HIV-1 isolate 20100232 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
728	MN796626.1	HIV-1 isolate 20100238 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
729	MN796628.1	HIV-1 isolate 20100248 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
730	MN796629.1	HIV-1 isolate 20100256 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
731	MN796630.1	HIV-1 isolate 20100264 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
732	MN796631.1	HIV-1 isolate 20100342 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
733	MN796632.1	HIV-1 isolate 20100343 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
734	MN796633.1	HIV-1 isolate 20100352 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
735	MN796634.1	HIV-1 isolate 20100355 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
736	MN796635.1	HIV-1 isolate 20100356 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
737	MN796636.1	HIV-1 isolate 20100360 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
738	MN796637.1	HIV-1 isolate 20100361 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
739	MN796638.1	HIV-1 isolate 20100362 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
740	MN796639.1	HIV-1 isolate 20100363 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
741	MN796640.1	HIV-1 isolate 20100367 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
742	MN796641.1	HIV-1 isolate 20100396 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
743	MN796642.1	HIV-1 isolate 20100416 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
744	MN796644.1	HIV-1 isolate 20100453 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
745	MN796645.1	HIV-1 isolate 20100455 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
746	MN796646.1	HIV-1 isolate 20100456 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
747	MN796647.1	HIV-1 isolate 20100457 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
748	MN796648.1	HIV-1 isolate 20100458 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
749	MN796649.1	HIV-1 isolate 20100470 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
750	MN796650.1	HIV-1 isolate 20100471 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
751	MN796651.1	HIV-1 isolate 20100473 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
752	MN796652.1	HIV-1 isolate 20100477 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
753	MN796653.1	HIV-1 isolate 20100483 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
754	MN796654.1	HIV-1 isolate 20100490 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
755	MN796655.1	HIV-1 isolate 20100496 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
756	MN796656.1	HIV-1 isolate 20100547 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
757	MN796657.1	HIV-1 isolate 20100554 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
758	MN796658.1	HIV-1 isolate 20100560 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
759	MN796660.1	HIV-1 isolate 20100565 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
760	MN796661.1	HIV-1 isolate 20100570 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
761	MN850340.1	Feline paramyxovirus isolate L. guigna no. 126 RNA-dependent RNA polymerase gene, partial cds.	Feline paramyxovirus
762	MN850342.1	Feline paramyxovirus isolate L. guigna no. 182 RNA-dependent RNA polymerase gene, partial cds.	Feline paramyxovirus
763	MN850344.1	Feline morbillivirus isolate L. guigna no. 128 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
764	MN850345.1	Feline morbillivirus isolate L. guigna no. 136 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
765	MN850346.1	Feline morbillivirus isolate L. guigna no. 137 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
766	MN850347.1	Feline morbillivirus isolate L. guigna no. 181 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
767	MN850349.1	Feline morbillivirus isolate L. guigna no. 189 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
768	MN850350.1	Feline morbillivirus isolate L. guigna no. 193 RNA-dependent RNA polymerase gene, partial cds.	Feline morbillivirus
769	MN850413.1	Influenza A virus (A/chicken/Morocco/F5/2018(H9)) segment 4 hemagglutinin, HA1 region, (HA) gene, partial cds.	Influenza A virus
770	MN850419.1	Influenza A virus (A/chicken/Morocco/F11/2019(H9)) segment 4 hemagglutinin, HA1 region, (HA) gene, partial cds.	Influenza A virus
771	MN850420.1	Influenza A virus (A/chicken/Morocco/F12/2019(H9)) segment 4 hemagglutinin, HA1 region, (HA) gene, partial cds.	Influenza A virus
772	MN850443.1	Molossus molossus betaherpesvirus 1 isolate R1098 DNA polymerase (DPol) gene, partial cds.	Molossus molossus betaherpesvirus 1
773	MN850444.1	Pteronotus alitonus betaherpesvirus 1 isolate R257 DNA polymerase (DPol) gene, partial cds.	Pteronotus alitonus betaherpesvirus 1
774	MN850445.1	Sturnira tildae betaherpesvirus 1 isolate R862 DNA polymerase (DPol) gene, partial cds.	Sturnira tildae betaherpesvirus 1
775	MN850446.1	Desmodus rotundus gammaherpesvirus 1 isolate R742 DNA polymerase (Dpol) gene, partial cds.	Desmodus rotundus gammaherpesvirus 1
776	MN850448.1	Desmodus rotundus gammaherpesvirus 2 isolate R675 DNA polymerase (Dpol) gene, partial cds.	Desmodus rotundus gammaherpesvirus 2
777	MN850449.1	Desmodus rotundus gammaherpesvirus 3 isolate R742 DNA polymerase (Dpol) gene, partial cds.	Desmodus rotundus gammaherpesvirus 3
778	MN850451.1	Diaemus youngi gammaherpesvirus 1 isolate R745 DNA polymerase (Dpol) gene, partial cds.	Diaemus youngi gammaherpesvirus 1
779	MN850453.1	Anoura geoffroyi gammaherpesvirus 1 isolate Q151 DNA polymerase (Dpol) gene, partial cds.	Anoura geoffroyi gammaherpesvirus 1
780	MN850454.1	Carollia perspicillata gammaherpesvirus 1 isolate R966 DNA polymerase (Dpol) gene, partial cds.	Carollia perspicillata gammaherpesvirus 1
781	MN850455.1	Carollia perspicillata gammaherpesvirus 2 isolate R966 DNA polymerase (Dpol) gene, partial cds.	Carollia perspicillata gammaherpesvirus 2
782	MN850456.1	Artibeus planirostris gammaherpesvirus 1 isolate R1014 DNA polymerase (Dpol) gene, partial cds.	Artibeus planirostris gammaherpesvirus 1
783	MN850457.1	Sturnira angeli gammaherpesvirus 1 isolate R1073 DNA polymerase (Dpol) gene, partial cds.	Sturnira angeli gammaherpesvirus 1
784	MN850459.1	Molossus coibensis gammaherpesvirus 1 isolate R808 DNA polymerase (Dpol) gene, partial cds.	Molossus coibensis gammaherpesvirus 1
785	MN850460.1	Molossus molossus gammaherpesvirus 1 isolate Q541 DNA polymerase (Dpol) gene, partial cds.	Molossus molossus gammaherpesvirus 1
786	MN850461.1	Desmodus rotundus gammaherpesvirus A isolate R729 glycoprotein B (gB) gene, partial cds.	Desmodus rotundus gammaherpesvirus A
787	MN850466.1	Desmodus rotundus gammaherpesvirus B isolate R402 glycoprotein B (gB) gene, partial cds.	Desmodus rotundus gammaherpesvirus B
788	MN850469.1	Desmodus rotundus gammaherpesvirus C isolate R742 glycoprotein B (gB) gene, partial cds.	Desmodus rotundus gammaherpesvirus C
789	MN850470.1	Diaemus youngi gammaherpesvirus A isolate R745 glycoprotein B (gB) gene, partial cds.	Diaemus youngi gammaherpesvirus A
790	MN850471.1	Anoura geoffroyi gammaherpesvirus A isolate Q151 glycoprotein B (gB) gene, partial cds.	Anoura geoffroyi gammaherpesvirus A
791	MN850472.1	Carollia perspicillata gammaherpesvirus A isolate R966 glycoprotein B (gB) gene, partial cds.	Carollia perspicillata gammaherpesvirus A
792	MN850474.1	Sturnira tildae gammaherpesvirus A isolate R860 glycoprotein B (gB) gene, partial cds.	Sturnira tildae gammaherpesvirus A
793	MN850475.1	Sturnira angeli gammaherpesvirus A isolate R1073 glycoprotein B (gB) gene, partial cds.	Sturnira angeli gammaherpesvirus A
794	MN850479.1	Pteronotus rubiginosus gammaherpesvirus A isolate Q131 glycoprotein B (gB) gene, partial cds.	Pteronotus rubiginosus gammaherpesvirus A
795	MN850480.1	Pteronotus rubiginosus gammaherpesvirus B isolate Q981 glycoprotein B (gB) gene, partial cds.	Pteronotus rubiginosus gammaherpesvirus B
796	MN850482.1	Molossus coibensis gammaherpesvirus A isolate R119 glycoprotein B (gB) gene, partial cds.	Molossus coibensis gammaherpesvirus A
797	MN850483.1	Molossus molossus gammaherpesvirus A isolate R1103 glycoprotein B (gB) gene, partial cds.	Molossus molossus gammaherpesvirus A
798	MN851261.1	Chilli leaf curl Coochbehar virus coat protein gene, complete cds.	Chilli leaf curl Coochbehar virus
799	MN851277.1	Blatella germanica densoviruses-like virus 2 isolate EuB-PV2 nonstructural protein gene, partial cds.	Blatella germanica densoviruses-like virus 2
800	KR052604.1	Influenza A virus (A/India/Jai146239/2013(H1N1)) segment 4 hemagglutinin (HA) gene, partial cds.	Influenza A virus (A/India/Jai146239/2013(H1N1))
801	KR052605.1	Influenza A virus (A/India/Jai146252/2014(H1N1)) segment 4 hemagglutinin (HA) gene, partial cds.	Influenza A virus (A/India/Jai146252/2014(H1N1))
802	KR052606.1	Influenza A virus (A/India/Jai146254/2014(H1N1)) segment 4 hemagglutinin (HA) gene, partial cds.	Influenza A virus (A/India/Jai146254/2014(H1N1))
803	KR075984.1	Norovirus GII.NIC isolate 36NIC2005_P2 capsid protein gene, partial cds.	Norovirus GII.NIC
804	KR076554.1	Cucumber mosaic virus isolate G5 2a protein gene, partial cds.	Cucumber mosaic virus
805	KR076605.1	Cucumber mosaic virus isolate G5 1a protein gene, partial cds.	Cucumber mosaic virus
806	KR076617.1	Cucumber mosaic virus isolate G50 1a protein gene, partial cds.	Cucumber mosaic virus
807	KR076622.1	Cucumber mosaic virus isolate B1 1a protein gene, partial cds.	Cucumber mosaic virus
808	KR076629.1	Cucumber mosaic virus isolate B8 1a protein gene, partial cds.	Cucumber mosaic virus
809	KR187785.1	HIV-1 isolate SF120723 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
810	KR187787.1	HIV-1 isolate SF120776 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
811	KR187788.1	HIV-1 isolate SF120781 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
812	KR187789.1	HIV-1 isolate SF120820 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
813	KR187790.1	HIV-1 isolate SF120823 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
814	KR187791.1	HIV-1 isolate SF120824 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
815	KR187792.1	HIV-1 isolate SF120827 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
816	KR187793.1	HIV-1 isolate SF120828 from China pol protein (pol) gene, partial cds; and nonfunctional gag protein (gag) gene, partial sequence.	Human immunodeficiency virus 1
817	KR187794.1	HIV-1 isolate SF120831 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
818	KR187795.1	HIV-1 isolate SF120834 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
819	KR187796.1	HIV-1 isolate SF120840 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
820	KR187797.1	HIV-1 isolate SF120841 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
821	KR187799.1	HIV-1 isolate SF120843 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
822	KR187800.1	HIV-1 isolate SF120845 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
823	KR187802.1	HIV-1 isolate SF120856 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
824	KR187803.1	HIV-1 isolate SF120880 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
825	KR187804.1	HIV-1 isolate SF120901 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
826	KR187805.1	HIV-1 isolate SF120913 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
827	KR187806.1	HIV-1 isolate SF120915 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
828	KR187807.1	HIV-1 isolate SF120930 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
829	KR187808.1	HIV-1 isolate SF120948 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
830	KR187809.1	HIV-1 isolate SF120973 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
831	KR187810.1	HIV-1 isolate SF120974 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
832	KR187811.1	HIV-1 isolate SF120987 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
833	KR187812.1	HIV-1 isolate SF120990 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
834	KR187813.1	HIV-1 isolate SF120996 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
835	KR187814.1	HIV-1 isolate SF120997 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
836	KR187815.1	HIV-1 isolate SF121018 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
837	KR187816.1	HIV-1 isolate SF121025 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
838	KR187817.1	HIV-1 isolate SF121026 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
839	KR187818.1	HIV-1 isolate SF121053 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
840	KR187819.1	HIV-1 isolate SF121065 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
841	KR187820.1	HIV-1 isolate SF121085 from China pol protein (pol) and gag protein (gag) genes, partial cds.	Human immunodeficiency virus 1
